Предмет;Процент комиссии;Стоимость логистики;Стоимость хранения
Фонокорректоры;17;114.0;0.17
3D-ручки;17;96.0;0.11
Видеоувеличители;17;96.0;0.11
Фильтры дуплексные;17;114.0;0.17
Таймеры электронные;17;96.0;0.11
Кронштейны для планшетов;17;96.0;0.11
Фены для эмбоссинга;17;114.0;0.17
Камеры для коптеров;17;79.0;0.06
Сигнальные приборы;17;96.0;0.11
Оксиметры;17;79.0;0.06
Компакт-кассеты;17;114.0;0.26
Метрономы;17;96.0;0.11
Блоки питания для антенн;17;79.0;0.06
Трекеры сна;17;96.0;0.11
Антизапотевающие вставки;17;114.0;0.17
Кронштейны для колонок;17;96.0;0.11
Фонарики для луп;17;114.0;0.26
Телескопические указки;17;114.0;0.17
Контроллеры заряда;17;114.0;0.17
Боксы для элементов питания;17;114.0;0.17
Приборы контроля качества электроэнергии;17;114.0;0.26
Дым машины;17;473.0;0.47
Подставки для бытовой техники;17;79.0;0.06
Аккумуляторы для пылесосов;17;96.0;0.11
Металлоискатели;17;473.0;0.47
Рефлекторы;17;114.0;0.17
Радио;17;96.0;0.11
Охладители для бокалов;17;114.0;0.17
Радиостанции;17;96.0;0.11
Усилители для светодиодных лент;17;114.0;0.17
Зарядные устройства для аккумуляторов;17;96.0;0.11
Модули сопряжения;17;79.0;0.06
CD проигрыватели;17;114.0;0.17
Медиаконвертеры;17;96.0;0.11
Аккумуляторы для квадрокоптеров;17;473.0;0.47
Громкоговорители;17;96.0;0.11
Электроника;12;114.0;0.17
Велотренажеры;17;985.0;1.12
Трекеры активности;17;79.0;0.06
Кронштейны для видеокамер;17;473.0;0.47
Телескопы;17;473.0;0.47
Электронные изгороди;17;114.0;0.17
Ключи магнитные;17;114.0;0.17
Трекеры времени;17;114.0;0.17
Лабораторные источники питания;17;473.0;0.47
Электросчетчики;17;96.0;0.11
Поисковые устройства;17;96.0;0.11
Маркеры для кабелей;17;79.0;0.09
Коптеры;17;473.0;0.47
Декодеры для управления светом;17;114.0;0.17
Элементы питания;17;79.0;0.06
Дроны-опрыскиватели для сельского хозяйства;17;114.0;0.17
Аккумуляторы для радиоуправляемых игрушек;17;114.0;0.17
Ванны ультразвуковые;17;473.0;0.47
Погодные станции;17;96.0;0.11
Умные весы;17;114.0;0.17
Конденсаторы пусковые;17;114.0;0.17
NFC-браслеты;17;114.0;0.17
Катушки для металлоискателя;17;114.0;0.17
Трекеры световые;17;79.0;0.09
Хранители паролей;17;96.0;0.17
Платежные браслеты;17;114.0;0.26
Манжеты для пульсометров;17;114.0;0.17
Эхолоты;17;96.0;0.11
Трекеры состава тела;17;114.0;0.17
Экраны для проекторов;17;473.0;0.47
Очки для селфи;17;96.0;0.11
RGBW усилители;17;114.0;0.17
Бортовые компьютеры;17;114.0;0.17
3D очки;17;96.0;0.11
Аккумуляторы для радиостанций;17;114.0;0.17
Электронные книги;17;96.0;0.11
Генераторы снега;17;114.0;0.17
Ванночки парафиновые;17;114.0;0.17
Генераторы мыльных пузырей;17;114.0;0.17
Пульты для кондиционеров;17;79.0;0.06
Фильтры для микроскопов;15;96.0;0.11
Весы ювелирные;17;114.0;0.17
Контроллеры электромагнитного клапана;17;114.0;0.17
Радиодетали;17;114.0;0.17
Часы электронные;17;96.0;0.11
Брелоки-локаторы;17;79.0;0.06
Внешние звуковые карты;17;114.0;0.17
NFC кольца;17;114.0;0.17
Шапки с гарнитурой;17;96.0;0.11
Фиксаторы рейзера;17;114.0;0.17
Браслеты безопасности;17;79.0;0.06
Фонарики бытовые;17;96.0;0.11
Ролики конвейерные;17;114.0;0.17
GPS-трекеры;17;114.0;0.17
NFC брелоки;17;79.0;0.09
Приборы контроля питания;17;114.0;0.17
Радио-часы;17;96.0;0.11
Экраны защиты информации;17;473.0;0.7
Охладители для бутылок;17;96.0;0.11
Сертификаты расширенной гарантии;17;114.0;0.17
Умные горшки;17;592.0;0.7
Радиосистемы вокальные;17;114.0;0.17
Инструменты для портативной техники;17;114.0;0.17
Дисплеи для планшетов;17;114.0;0.17
Солемеры;17;79.0;0.06
Тестеры кабельные;17;96.0;0.11
Микроскопы;15;96.0;0.11
Матричные коммутаторы;17;114.0;0.17
Реле времени;17;114.0;0.17
Блокноты электронные;17;114.0;0.17
Кронштейны для аудиотехники;17;114.0;0.17
Инкубаторы;17;473.0;0.47
NFC наклейки;17;114.0;0.17
Кошельки аппаратные;17;96.0;0.11
Будильники электронные;17;96.0;0.11
Карманные переводчики;17;114.0;0.17
Генераторы водородной воды;17;96.0;0.11
USB-инжекторы;17;114.0;0.17
Корректоры осанки электронные;17;79.0;0.06
Чехлы для электронных книг;20;96.0;0.11
Электромотоциклы;20;1103.0;1.12
Электровелосипеды;20;3413.0;1.12
Электроквадроциклы;20;1706.0;1.12
Моноколеса;20;1706.0;1.12
Электросамокаты;20;1444.0;1.12
Электроскейтборды;20;775.0;1.12
Электробайки;20;1260.0;1.12
Тенты для электромобилей;20;473.0;0.47
Гироскутеры;20;775.0;1.12
Электромобили;20;1444.0;1.12
Электроскутеры;20;1444.0;1.12
Гироциклы;20;775.0;1.12
Электротранспорт;15;516.0;1.12
Картмашинки;20;775.0;1.12
Запчасти для электромобилей;20;775.0;1.12
Электро дрифт-карты;20;775.0;1.12
Электроролики;20;473.0;0.47
Сигвеи;20;1260.0;1.12
Броши ювелирная бижутерия;20;79.0;0.06
Шармы ювелирная бижутерия;20;79.0;0.06
Браслеты ювелирная бижутерия;20;96.0;0.11
Серьги ювелирная бижутерия;20;79.0;0.06
Ювелирная бижутерия;15;79.0;0.06
Цепочки ювелирная бижутерия;20;96.0;0.11
Зажимы ювелирная бижутерия;20;96.0;0.17
Колье ювелирная бижутерия;20;96.0;0.11
Запонки ювелирная бижутерия;20;96.0;0.17
Чокеры ювелирная бижутерия;20;96.0;0.11
Подвески ювелирная бижутерия;20;79.0;0.06
Кольца ювелирная бижутерия;20;79.0;0.06
Пирсинг ювелирная бижутерия;20;96.0;0.11
Ювелирные украшения;10;79.0;0.06
Ювелирные цепочки для очков;15;114.0;0.17
Ювелирные цепочки;15;96.0;0.11
Ювелирные заколки;15;114.0;0.17
Ювелирные чокеры;15;96.0;0.11
Ювелирные зажимы;15;96.0;0.11
Ювелирные шпильки;15;114.0;0.17
Ювелирные пряжки;15;96.0;0.11
Ювелирный пирсинг;15;96.0;0.11
Ювелирные ручки;15;96.0;0.11
Инструменты для ювелирных работ;15;79.0;0.06
Упаковки для ювелирных украшений;15;79.0;0.06
Ювелирные четки;15;96.0;0.11
Ювелирные шармы;15;96.0;0.11
Ювелирные изделия прочие;15;114.0;0.17
Ювелирные подвески;15;79.0;0.06
Ювелирные ремни;15;96.0;0.11
Ювелирные часы-кулоны;15;96.0;0.17
Ювелирные кольца;15;79.0;0.06
Ювелирные замки;15;96.0;0.11
Ювелирные запонки;15;96.0;0.11
Ювелирные наклейки;15;96.0;0.11
Ювелирные часы;15;96.0;0.11
